,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
3933,25.0,3.0,1.0,3.0,93.0,477.02,0.08,12.7,37.55,6060.36,0.16,336.69,18,0,4,0,13.0,22.0,50.0,43.0,5.0,0
3934,5.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,0,0,4.0,3.0,5.0,4.0,1.0,0
3935,42.0,17.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,0
3936,12.0,2.0,1.0,2.0,20.0,71.7,0.13,8.0,8.96,573.59,0.02,31.87,8,0,1,0,8.0,4.0,12.0,8.0,3.0,0
3937,6.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,4,0,0,0,4.0,4.0,7.0,6.0,1.0,0
3938,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3939,22.0,3.0,1.0,3.0,63.0,299.56,0.09,11.2,26.75,3355.05,0.1,186.39,15,0,4,0,12.0,15.0,35.0,28.0,5.0,0
3940,16.0,5.0,1.0,2.0,68.0,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12.0,7.0,41.0,27.0,9.0,0
3941,16.0,5.0,1.0,2.0,69.0,293.11,0.04,23.14,12.67,6783.33,0.1,376.85,13,0,1,0,12.0,7.0,42.0,27.0,9.0,0
3942,15.0,5.0,1.0,2.0,52.0,208.0,0.06,17.5,11.89,3640.0,0.07,202.22,11,0,2,0,10.0,6.0,31.0,21.0,9.0,0
3943,5.0,1.0,1.0,1.0,15.0,49.83,0.22,4.5,11.07,224.23,0.02,12.46,3,0,0,0,6.0,4.0,9.0,6.0,1.0,0
3944,21.0,5.0,1.0,2.0,64.0,281.11,0.06,17.33,16.21,4872.54,0.09,270.7,14,2,3,0,12.0,9.0,38.0,26.0,9.0,0
3945,16.0,5.0,1.0,2.0,68.0,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12.0,7.0,41.0,27.0,9.0,0
3946,65.0,18.0,1.0,9.0,290.0,1363.13,0.01,81.82,16.66,111528.62,0.45,6196.03,55,3,5,0,15.0,11.0,170.0,120.0,35.0,0
3947,16.0,5.0,1.0,2.0,68.0,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12.0,7.0,41.0,27.0,9.0,0
3948,5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,1,0,0,3.0,2.0,3.0,2.0,1.0,0
3949,8.0,2.0,1.0,2.0,22.0,85.95,0.19,5.14,16.71,442.04,0.03,24.56,6,0,0,0,8.0,7.0,13.0,9.0,3.0,0
3950,29.0,6.0,4.0,2.0,111.0,559.93,0.05,20.83,26.88,11665.16,0.19,648.06,24,0,3,0,15.0,18.0,61.0,50.0,11.0,0
3951,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0
3952,15.0,5.0,1.0,2.0,56.0,224.0,0.06,17.5,12.8,3920.0,0.07,217.78,11,0,1,0,10.0,6.0,35.0,21.0,9.0,0
3953,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0
3954,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0
3955,59.0,9.0,3.0,2.0,198.0,1053.74,0.04,27.6,38.18,29083.27,0.35,1615.74,52,0,7,0,15.0,25.0,106.0,92.0,17.0,0
3956,51.0,11.0,8.0,7.0,101.0,500.37,0.06,15.47,32.35,7740.16,0.17,430.01,46,0,3,0,15.0,16.0,68.0,33.0,21.0,0
3957,10.0,2.0,1.0,2.0,16.0,55.35,0.21,4.8,11.53,265.68,0.02,14.76,7,0,1,0,6.0,5.0,8.0,8.0,3.0,0
3958,6.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,0
3959,195.0,25.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,0
3960,287.0,15.0,13.0,12.0,591.0,3767.65,0.02,48.81,77.18,183912.32,1.26,10217.35,145,112,27,0,24.0,59.0,351.0,240.0,29.0,0
3961,34.0,6.0,1.0,3.0,87.0,442.61,0.06,15.56,28.45,6885.03,0.15,382.5,25,0,5,1,16.0,18.0,52.0,35.0,11.0,0
3962,46.0,7.0,6.0,5.0,69.0,320.43,0.11,9.33,34.33,2990.64,0.11,166.15,38,2,4,0,10.0,15.0,41.0,28.0,13.0,0
3963,22.0,4.0,1.0,4.0,63.0,309.13,0.08,12.0,25.76,3709.61,0.1,206.09,18,1,1,0,15.0,15.0,39.0,24.0,7.0,0
3964,23.0,4.0,1.0,2.0,38.0,164.23,0.13,8.0,20.53,1313.87,0.05,72.99,19,0,2,0,10.0,10.0,22.0,16.0,7.0,0
3965,91.0,12.0,6.0,8.0,352.0,2250.1,0.04,26.5,84.91,59627.54,0.75,3312.64,68,12,11,0,21.0,63.0,193.0,159.0,23.0,0
3966,34.0,5.0,1.0,2.0,52.0,241.48,0.1,10.15,23.78,2451.96,0.08,136.22,20,6,4,0,12.0,13.0,30.0,22.0,9.0,0
3967,15.0,2.0,1.0,2.0,25.0,95.18,0.12,8.1,11.75,770.99,0.03,42.83,11,0,2,0,9.0,5.0,16.0,9.0,3.0,0
3968,62.0,20.0,19.0,12.0,256.0,1512.16,0.03,34.33,44.04,51917.63,0.5,2884.31,53,4,2,3,24.0,36.0,153.0,103.0,37.0,0
3969,50.0,11.0,11.0,10.0,181.0,1051.13,0.05,20.0,52.56,21022.62,0.35,1167.92,40,0,8,0,20.0,36.0,109.0,72.0,21.0,0
3970,31.0,5.0,1.0,2.0,57.0,264.7,0.12,8.31,31.86,2199.04,0.09,122.17,25,0,0,0,12.0,13.0,39.0,18.0,9.0,0
3971,18.0,6.0,3.0,2.0,42.0,192.57,0.1,10.5,18.34,2021.97,0.06,112.33,14,0,2,0,14.0,10.0,27.0,15.0,11.0,0
3972,15.0,4.0,1.0,4.0,62.0,301.19,0.13,7.63,39.47,2298.59,0.1,127.7,14,0,1,0,10.0,19.0,33.0,29.0,7.0,0
3973,27.0,5.0,5.0,2.0,54.0,244.27,0.13,7.79,31.35,1903.29,0.08,105.74,22,0,0,0,11.0,12.0,37.0,17.0,9.0,0
3974,60.0,15.0,15.0,7.0,346.0,1991.19,0.02,51.56,38.62,102670.79,0.66,5703.93,53,0,7,0,22.0,32.0,196.0,150.0,29.0,0
3975,6.0,1.0,1.0,1.0,22.0,83.76,0.17,6.0,13.96,502.57,0.03,27.92,5,0,1,0,8.0,6.0,13.0,9.0,1.0,0
3976,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,0,0,3.0,3.0,5.0,3.0,1.0,0
3977,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,0,0,3.0,3.0,5.0,3.0,1.0,0
3978,21.0,2.0,1.0,2.0,62.0,298.06,0.11,9.06,32.9,2700.04,0.1,150.0,18,0,1,0,11.0,17.0,34.0,28.0,3.0,0
3979,11.0,3.0,3.0,2.0,28.0,124.86,0.11,8.75,14.27,1092.56,0.04,60.7,8,0,1,0,14.0,8.0,18.0,10.0,5.0,0
3980,11.0,1.0,1.0,1.0,22.0,83.76,0.33,3.06,27.41,255.94,0.03,14.22,5,1,2,1,5.0,9.0,11.0,11.0,1.0,0
3981,25.0,5.0,1.0,1.0,117.0,536.44,0.07,14.75,36.37,7912.5,0.18,439.58,21,1,1,0,8.0,16.0,58.0,59.0,9.0,0
3982,23.0,5.0,1.0,1.0,119.0,538.3,0.06,16.0,33.64,8612.86,0.18,478.49,19,1,1,0,8.0,15.0,59.0,60.0,9.0,0
3983,23.0,5.0,3.0,2.0,58.0,269.34,0.12,8.33,32.32,2244.53,0.09,124.7,16,1,4,0,10.0,15.0,33.0,25.0,9.0,0
3984,56.0,10.0,6.0,6.0,91.0,450.83,0.07,15.24,29.59,6868.56,0.15,381.59,32,19,3,0,14.0,17.0,54.0,37.0,19.0,0
3985,26.0,5.0,1.0,1.0,117.0,536.44,0.07,14.75,36.37,7912.5,0.18,439.58,22,1,1,0,8.0,16.0,58.0,59.0,9.0,0
3986,23.0,3.0,1.0,1.0,105.0,481.42,0.08,13.0,37.03,6258.47,0.16,347.69,19,1,1,0,8.0,16.0,53.0,52.0,5.0,0
3987,14.0,1.0,1.0,1.0,29.0,96.34,0.17,6.0,16.05,578.02,0.03,32.11,9,0,3,0,5.0,5.0,17.0,12.0,1.0,0
3988,7.0,1.0,1.0,1.0,17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4.0,7.0,9.0,8.0,1.0,0
3989,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,0
3990,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,0
3991,7.0,1.0,1.0,1.0,17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4.0,7.0,9.0,8.0,1.0,0
3992,7.0,1.0,1.0,1.0,17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4.0,7.0,9.0,8.0,1.0,0
3993,6.0,1.0,1.0,1.0,18.0,66.61,0.18,5.6,11.89,373.0,0.02,20.72,4,0,0,0,8.0,5.0,11.0,7.0,1.0,0
3994,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,0
3995,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,0
3996,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,0
3997,31.0,4.0,4.0,3.0,97.0,512.67,0.06,17.1,29.98,8766.9,0.17,487.05,22,1,5,1,19.0,20.0,61.0,36.0,7.0,0
3998,32.0,4.0,4.0,3.0,82.0,433.4,0.07,14.73,29.43,6381.86,0.14,354.55,16,5,4,5,19.0,20.0,51.0,31.0,7.0,0
3999,54.0,2.0,1.0,2.0,270.0,1515.97,0.03,30.06,50.43,45571.03,0.51,2531.72,40,2,10,0,16.0,33.0,146.0,124.0,3.0,0
4000,125.0,7.0,1.0,3.0,365.0,2198.16,0.03,38.37,57.29,84348.16,0.73,4686.01,93,7,22,0,22.0,43.0,215.0,150.0,13.0,0
4001,16.0,4.0,3.0,2.0,36.0,165.06,0.09,10.83,15.24,1788.14,0.06,99.34,11,0,3,0,15.0,9.0,23.0,13.0,7.0,0
4002,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,0
4003,4.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3.0,0.0,3.0,0.0,1.0,0
4004,14.0,2.0,1.0,2.0,14.0,48.43,0.29,3.5,13.84,169.51,0.02,9.42,7,3,2,0,7.0,4.0,10.0,4.0,3.0,0
4005,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,0
4006,24.0,4.0,4.0,3.0,75.0,384.7,0.1,10.34,37.2,3978.11,0.13,221.01,18,0,4,0,13.0,22.0,40.0,35.0,7.0,0
4007,58.0,10.0,1.0,4.0,208.0,1248.0,0.04,24.9,50.12,31075.2,0.42,1726.4,44,3,9,0,24.0,40.0,126.0,83.0,18.0,0
4008,13.0,2.0,1.0,1.0,24.0,91.38,0.2,5.0,18.28,456.88,0.03,25.38,10,0,1,0,7.0,7.0,14.0,10.0,3.0,0
4009,41.0,4.0,3.0,3.0,63.0,309.13,0.08,12.5,24.73,3864.18,0.1,214.68,18,14,7,0,15.0,15.0,38.0,25.0,7.0,0
4010,17.0,4.0,1.0,2.0,63.0,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10.0,18.0,33.0,30.0,7.0,0
4011,7.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,4,0,1,0,6.0,5.0,8.0,5.0,1.0,0
4012,7.0,3.0,1.0,2.0,19.0,76.0,0.15,6.67,11.4,506.67,0.03,28.15,5,0,0,0,10.0,6.0,11.0,8.0,5.0,0
4013,7.0,2.0,1.0,2.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,5,0,0,0,6.0,4.0,7.0,5.0,3.0,0
4014,33.0,3.0,1.0,2.0,89.0,452.78,0.09,10.64,42.57,4815.98,0.15,267.55,27,0,4,0,12.0,22.0,50.0,39.0,5.0,0
4015,16.0,3.0,1.0,3.0,23.0,87.57,0.19,5.33,16.42,467.04,0.03,25.95,11,0,3,0,8.0,6.0,15.0,8.0,5.0,0
4016,59.0,16.0,13.0,5.0,164.0,900.66,0.03,29.2,30.84,26299.39,0.3,1461.08,46,2,9,0,20.0,25.0,91.0,73.0,31.0,0
4017,24.0,8.0,5.0,5.0,39.0,148.49,0.07,13.5,11.0,2004.57,0.05,111.37,17,4,1,0,9.0,5.0,24.0,15.0,15.0,0
4018,70.0,17.0,12.0,6.0,178.0,994.12,0.03,29.56,33.64,29381.87,0.33,1632.33,56,1,11,0,21.0,27.0,102.0,76.0,33.0,0
4019,13.0,1.0,1.0,1.0,39.0,159.41,0.25,3.96,40.27,631.0,0.05,35.06,8,0,3,0,5.0,12.0,20.0,19.0,1.0,0
4020,95.0,10.0,1.0,6.0,212.0,1177.57,0.03,32.71,36.0,38520.22,0.39,2140.01,73,3,17,0,21.0,26.0,131.0,81.0,19.0,0
4021,103.0,14.0,7.0,10.0,235.0,1346.06,0.04,25.99,51.8,34977.8,0.45,1943.21,81,3,16,0,19.0,34.0,142.0,93.0,27.0,0
4022,9.0,2.0,1.0,2.0,24.0,96.0,0.18,5.5,17.45,528.0,0.03,29.33,5,0,2,0,8.0,8.0,13.0,11.0,3.0,0
4023,30.0,5.0,1.0,3.0,109.0,602.07,0.06,16.14,37.27,9725.72,0.2,540.32,25,0,3,0,20.0,26.0,67.0,42.0,8.0,0
4024,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,0
4025,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,0
4026,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,0
4027,22.0,4.0,3.0,2.0,85.0,421.11,0.08,12.63,33.34,5319.24,0.14,295.51,14,1,5,0,12.0,19.0,45.0,40.0,7.0,0
4028,8.0,1.0,1.0,1.0,21.0,72.65,0.35,2.86,25.43,207.57,0.02,11.53,4,0,0,1,4.0,7.0,11.0,10.0,1.0,0
4029,7.0,1.0,1.0,1.0,15.0,51.89,0.24,4.2,12.36,217.94,0.02,12.11,4,0,1,0,6.0,5.0,8.0,7.0,1.0,0
4030,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,0
4031,19.0,4.0,1.0,1.0,38.0,144.68,0.12,8.5,17.02,1229.78,0.05,68.32,14,0,3,0,7.0,7.0,21.0,17.0,7.0,0
4032,23.0,3.0,1.0,2.0,80.0,410.34,0.12,8.48,48.39,3479.36,0.14,193.3,14,1,6,0,11.0,24.0,43.0,37.0,5.0,0
4033,96.0,3.0,1.0,1.0,623.0,3805.61,0.02,49.59,76.74,188720.24,1.27,10484.46,71,5,18,0,19.0,50.0,362.0,261.0,5.0,0
4034,17.0,4.0,1.0,2.0,63.0,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10.0,18.0,33.0,30.0,7.0,0
4035,12.0,4.0,3.0,2.0,60.0,282.03,0.11,9.06,31.12,2555.86,0.09,141.99,7,0,3,0,10.0,16.0,31.0,29.0,7.0,0
4036,13.0,4.0,3.0,2.0,70.0,332.84,0.1,10.0,33.28,3328.42,0.11,184.91,8,0,3,0,10.0,17.0,36.0,34.0,7.0,0
4037,11.0,4.0,3.0,2.0,60.0,282.03,0.11,9.06,31.12,2555.86,0.09,141.99,7,0,2,0,10.0,16.0,31.0,29.0,7.0,0
4038,19.0,5.0,3.0,3.0,73.0,350.94,0.1,9.72,36.1,3411.89,0.12,189.55,12,0,5,0,10.0,18.0,38.0,35.0,9.0,0
4039,61.0,7.0,1.0,5.0,209.0,1167.26,0.04,25.55,45.68,29825.43,0.39,1656.97,51,0,8,0,19.0,29.0,131.0,78.0,11.0,0
4040,16.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,0
4041,20.0,2.0,1.0,2.0,54.0,247.59,0.12,8.21,30.14,2033.76,0.08,112.99,12,2,4,0,10.0,14.0,31.0,23.0,3.0,0
4042,14.0,2.0,1.0,2.0,41.0,177.2,0.12,8.18,21.66,1449.81,0.06,80.55,10,0,2,0,9.0,11.0,21.0,20.0,3.0,0
4043,23.0,6.0,1.0,2.0,55.0,261.51,0.12,8.08,32.38,2112.27,0.09,117.35,21,0,0,0,14.0,13.0,40.0,15.0,7.0,0
4044,5.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,3,0,0,0,5.0,3.0,6.0,3.0,1.0,0
4045,17.0,4.0,1.0,2.0,63.0,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10.0,18.0,33.0,30.0,7.0,0
4046,17.0,16.0,16.0,16.0,126.0,585.13,0.07,14.67,39.89,8581.85,0.2,476.77,15,0,0,0,10.0,15.0,82.0,44.0,31.0,0
4047,17.0,4.0,1.0,3.0,45.0,191.16,0.15,6.75,28.32,1290.31,0.06,71.68,10,5,0,0,9.0,10.0,30.0,15.0,7.0,0
4048,14.0,2.0,1.0,2.0,14.0,48.43,0.29,3.5,13.84,169.51,0.02,9.42,7,3,2,0,7.0,4.0,10.0,4.0,3.0,0
4049,36.0,7.0,1.0,7.0,63.0,284.98,0.13,7.71,36.94,2198.45,0.09,122.14,27,3,3,1,9.0,14.0,39.0,24.0,13.0,0
4050,14.0,1.0,1.0,1.0,62.0,272.32,0.08,13.33,20.42,3630.98,0.09,201.72,9,0,3,0,12.0,9.0,42.0,20.0,1.0,0
4051,8.0,1.0,1.0,1.0,22.0,81.41,0.15,6.75,12.06,549.52,0.03,30.53,5,0,1,0,9.0,4.0,16.0,6.0,1.0,0
4052,101.0,15.0,1.0,6.0,250.0,1464.5,0.02,41.81,35.03,61225.35,0.49,3401.41,74,6,16,3,27.0,31.0,156.0,96.0,27.0,0
4053,5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3.0,4.0,5.0,4.0,1.0,0
4054,8.0,1.0,1.0,1.0,16.0,57.36,0.25,4.0,14.34,229.44,0.02,12.75,5,0,1,0,8.0,4.0,12.0,4.0,1.0,0
4055,12.0,2.0,1.0,2.0,37.0,154.29,0.1,10.0,15.43,1542.87,0.05,85.72,10,0,0,0,12.0,6.0,27.0,10.0,3.0,0
4056,48.0,3.0,1.0,3.0,350.0,1965.15,0.03,32.67,60.15,64205.08,0.66,3566.95,42,0,4,0,17.0,32.0,227.0,123.0,5.0,0
4057,4.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,0,0,5.0,3.0,5.0,3.0,1.0,0
4058,15.0,1.0,1.0,1.0,74.0,366.61,0.12,8.57,42.77,3142.38,0.12,174.58,13,0,2,0,10.0,21.0,38.0,36.0,1.0,0
4059,106.0,11.0,4.0,8.0,371.0,2217.57,0.02,41.59,53.33,92218.5,0.74,5123.25,79,12,13,0,22.0,41.0,216.0,155.0,21.0,0
4060,9.0,2.0,1.0,2.0,14.0,46.51,0.19,5.25,8.86,244.16,0.02,13.56,6,0,1,0,6.0,4.0,7.0,7.0,3.0,0
4061,42.0,6.0,3.0,4.0,144.0,786.16,0.07,15.0,52.41,11792.37,0.26,655.13,34,0,3,3,15.0,29.0,86.0,58.0,11.0,0
4062,143.0,44.0,1.0,1.0,365.0,2631.45,0.04,27.5,95.69,72364.89,0.88,4020.27,141,0,0,0,55.0,93.0,272.0,93.0,45.0,0
4063,7.0,2.0,1.0,2.0,15.0,53.77,0.29,3.5,15.36,188.21,0.02,10.46,4,0,1,0,6.0,6.0,8.0,7.0,3.0,0
4064,5.0,3.0,3.0,1.0,16.0,57.36,0.17,6.0,9.56,344.16,0.02,19.12,3,0,0,0,8.0,4.0,10.0,6.0,5.0,0
4065,60.0,21.0,13.0,8.0,207.0,1297.22,0.02,41.9,30.96,54350.39,0.43,3019.47,46,2,9,1,38.0,39.0,121.0,86.0,35.0,0
4066,36.0,4.0,3.0,4.0,47.0,212.61,0.23,4.27,49.83,907.12,0.07,50.4,16,13,5,0,8.0,15.0,31.0,16.0,7.0,0
4067,17.0,3.0,3.0,3.0,30.0,122.62,0.26,3.85,31.85,472.1,0.04,26.23,9,5,1,0,7.0,10.0,19.0,11.0,5.0,0
4068,39.0,6.0,5.0,6.0,66.0,313.82,0.17,5.75,54.58,1804.48,0.1,100.25,21,12,4,0,9.0,18.0,43.0,23.0,11.0,0
4069,18.0,4.0,4.0,2.0,34.0,144.43,0.12,8.25,17.51,1191.54,0.05,66.2,7,8,1,0,11.0,8.0,22.0,12.0,7.0,0
4070,56.0,15.0,5.0,5.0,125.0,655.99,0.05,19.02,34.48,12479.45,0.22,693.3,37,10,7,0,17.0,21.0,78.0,47.0,29.0,0
4071,101.0,9.0,1.0,8.0,597.0,3110.04,0.01,97.9,31.77,304488.08,1.04,16916.0,85,0,13,1,16.0,21.0,340.0,257.0,17.0,0
4072,12.0,2.0,1.0,2.0,25.0,106.2,0.16,6.19,17.16,657.1,0.04,36.51,8,0,2,0,11.0,8.0,16.0,9.0,3.0,0
4073,8.0,2.0,1.0,2.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,6,0,0,0,6.0,5.0,8.0,6.0,3.0,0
4074,59.0,7.0,1.0,1.0,144.0,720.0,0.04,26.06,27.63,18760.0,0.24,1042.22,46,0,6,0,14.0,18.0,77.0,67.0,13.0,0
4075,59.0,7.0,1.0,1.0,144.0,720.0,0.04,26.06,27.63,18760.0,0.24,1042.22,46,0,6,0,14.0,18.0,77.0,67.0,13.0,0
4076,17.0,3.0,3.0,3.0,30.0,122.62,0.26,3.85,31.85,472.1,0.04,26.23,9,5,1,0,7.0,10.0,19.0,11.0,5.0,0
4077,18.0,2.0,1.0,2.0,34.0,149.34,0.27,3.75,39.82,560.02,0.05,31.11,8,6,2,0,7.0,14.0,19.0,15.0,3.0,0
4078,11.0,2.0,1.0,2.0,34.0,149.34,0.27,3.75,39.82,560.02,0.05,31.11,11,0,0,0,7.0,14.0,19.0,15.0,3.0,0
4079,46.0,5.0,1.0,4.0,142.0,788.75,0.06,16.72,47.18,13185.3,0.26,732.52,27,2,9,2,17.0,30.0,83.0,59.0,9.0,0
4080,17.0,3.0,3.0,3.0,30.0,122.62,0.26,3.85,31.85,472.1,0.04,26.23,9,5,1,0,7.0,10.0,19.0,11.0,5.0,0
4081,34.0,3.0,3.0,3.0,47.0,215.49,0.25,4.0,53.87,861.97,0.07,47.89,14,11,7,0,8.0,16.0,31.0,16.0,5.0,0
4082,82.0,9.0,5.0,9.0,126.0,683.71,0.13,7.56,90.41,5170.55,0.23,287.25,45,25,10,0,11.0,32.0,82.0,44.0,17.0,0
4083,123.0,20.0,7.0,12.0,397.0,2502.6,0.02,51.31,48.78,128400.49,0.83,7133.36,92,12,16,1,35.0,44.0,268.0,129.0,38.0,0
4084,28.0,3.0,1.0,3.0,103.0,495.16,0.05,19.5,25.39,9655.57,0.17,536.42,19,0,6,0,13.0,15.0,58.0,45.0,4.0,0
4085,25.0,1.0,1.0,1.0,29.0,103.96,0.5,2.0,51.98,207.93,0.03,11.55,9,7,7,0,3.0,9.0,17.0,12.0,1.0,0
4086,68.0,6.0,5.0,6.0,108.0,566.78,0.18,5.6,101.21,3173.95,0.19,176.33,30,22,14,0,8.0,30.0,66.0,42.0,11.0,0
4087,5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,1,0,0,3.0,1.0,3.0,1.0,1.0,0
4088,158.0,29.0,3.0,14.0,629.0,3855.32,0.01,77.41,49.8,298436.74,1.29,16579.82,128,9,17,1,26.0,44.0,379.0,262.0,57.0,0
4089,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,0
4090,96.0,12.0,8.0,7.0,282.0,1679.08,0.03,30.8,54.52,51715.77,0.56,2873.1,73,14,4,0,22.0,40.0,170.0,112.0,23.0,0
4091,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,0
4092,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,0
4093,377.0,48.0,19.0,44.0,1295.0,8764.8,0.01,84.86,103.28,743817.61,2.92,41323.2,303,36,36,0,28.0,81.0,804.0,491.0,89.0,0
4094,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,0
4095,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,0
4096,8.0,1.0,1.0,1.0,32.0,130.8,0.15,6.65,19.67,869.81,0.04,48.32,5,0,1,0,7.0,10.0,13.0,19.0,1.0,0
4097,18.0,4.0,4.0,1.0,46.0,208.08,0.07,14.0,14.86,2913.17,0.07,161.84,15,0,1,0,14.0,9.0,28.0,18.0,7.0,0
4098,18.0,2.0,1.0,1.0,52.0,235.23,0.11,9.17,25.66,2156.23,0.08,119.79,13,0,2,0,11.0,12.0,32.0,20.0,3.0,0
4099,18.0,2.0,1.0,1.0,52.0,235.23,0.11,9.17,25.66,2156.23,0.08,119.79,13,0,2,0,11.0,12.0,32.0,20.0,3.0,0
4100,18.0,2.0,1.0,1.0,52.0,235.23,0.11,9.17,25.66,2156.23,0.08,119.79,13,0,2,0,11.0,12.0,32.0,20.0,3.0,0
4101,74.0,8.0,1.0,4.0,155.0,874.8,0.05,19.67,44.48,17204.35,0.29,955.8,44,10,15,3,20.0,30.0,96.0,59.0,11.0,0
